Index;Date;Temperature;Activity;X-axis;Y-axis;Z-axis;Marker
40200;13/9/2018 0:00;26.32;0;0.921059;-0.257638;0.241881;
40260;13/9/2018 0:01;26.3;0;0.936421;-0.242613;0.241881;
40320;13/9/2018 0:02;26.27;0;0.936421;-0.242613;0.241881;
40380;13/9/2018 0:03;26.29;0;0.936421;-0.257638;0.241881;
40440;13/9/2018 0:04;26.26;0;0.936421;-0.257638;0.241881;
40500;13/9/2018 0:05;26.26;0;0.921059;-0.257638;0.241881;
40560;13/9/2018 0:06;26.24;0;0.921059;-0.257638;0.241881;
40620;13/9/2018 0:07;26.21;0;0.936421;-0.257638;0.241881;
40680;13/9/2018 0:08;26.22;0;0.936421;-0.257638;0.241881;
40740;13/9/2018 0:09;26.2;0;0.936421;-0.242613;0.241881;
40800;13/9/2018 0:10;26.19;0;0.936421;-0.242613;0.241881;
40860;13/9/2018 0:11;26.17;0;0.921059;-0.257638;0.241881;
40920;13/9/2018 0:12;26.15;0;0.936421;-0.242613;0.241881;
40980;13/9/2018 0:13;26.14;0;0.936421;-0.257638;0.241881;
41040;13/9/2018 0:14;26.14;0;0.936421;-0.257638;0.241881;
41100;13/9/2018 0:15;26.11;0;0.936421;-0.257638;0.241881;
41160;13/9/2018 0:16;26.11;0;0.936421;-0.257638;0.241881;
41220;13/9/2018 0:17;26.09;0;0.936421;-0.257638;0.241881;
41280;13/9/2018 0:18;26.08;0;0.936421;-0.257638;0.241881;
41340;13/9/2018 0:19;26.07;0;0.936421;-0.242613;0.241881;
41400;13/9/2018 0:20;26.05;0;0.936421;-0.257638;0.241881;
41460;13/9/2018 0:21;26.04;0;0.936421;-0.242613;0.241881;
41520;13/9/2018 0:22;26.01;0;0.936421;-0.257638;0.241881;
41580;13/9/2018 0:23;26.01;0;0.936421;-0.257638;0.241881;
41640;13/9/2018 0:24;25.99;0;0.936421;-0.257638;0.241881;
41700;13/9/2018 0:25;25.97;0;0.936421;-0.257638;0.241881;
41760;13/9/2018 0:26;25.96;0;0.936421;-0.257638;0.241881;
41820;13/9/2018 0:27;25.97;0;0.921059;-0.242613;0.241881;
41880;13/9/2018 0:28;25.96;0;0.936421;-0.257638;0.241881;
41940;13/9/2018 0:29;25.93;0;0.936421;-0.257638;0.241881;
42000;13/9/2018 0:30;25.91;0;0.936421;-0.257638;0.241881;
42060;13/9/2018 0:31;25.92;0;0.936421;-0.257638;0.241881;
42120;13/9/2018 0:32;25.89;0;0.936421;-0.257638;0.241881;
42180;13/9/2018 0:33;25.87;0;0.921059;-0.257638;0.241881;
