Index;Date;Temperature;Activity;X-axis;Y-axis;Z-axis;Marker
27660;18/8/2018 0:00;25.06;0;;;;
27720;18/8/2018 0:01;25.08;0;;;;
27780;18/8/2018 0:02;25.08;0;;;;
27840;18/8/2018 0:03;25.09;0;;;;
27900;18/8/2018 0:04;25.11;0;;;;
27960;18/8/2018 0:05;25.07;0;;;;
28020;18/8/2018 0:06;25.08;0;;;;
28080;18/8/2018 0:07;25.08;0;;;;
28140;18/8/2018 0:08;25.08;0;;;;
28200;18/8/2018 0:09;25.1;0;;;;
28260;18/8/2018 0:10;25.08;0;;;;
28320;18/8/2018 0:11;25.09;0;;;;
28380;18/8/2018 0:12;25.09;0;;;;
28440;18/8/2018 0:13;25.09;0;;;;
28500;18/8/2018 0:14;25.09;0;;;;
28560;18/8/2018 0:15;25.08;0;;;;
28620;18/8/2018 0:16;25.1;0;;;;
28680;18/8/2018 0:17;25.08;0;;;;
28740;18/8/2018 0:18;25.08;0;;;;
28800;18/8/2018 0:19;25.08;0;;;;
28860;18/8/2018 0:20;25.08;0;;;;
28920;18/8/2018 0:21;25.07;0;;;;
28980;18/8/2018 0:22;25.07;0;;;;
29040;18/8/2018 0:23;25.07;0;;;;
29100;18/8/2018 0:24;25.07;0;;;;
29160;18/8/2018 0:25;25.06;0;;;;
29220;18/8/2018 0:26;25.07;0;;;;
29280;18/8/2018 0:27;25.05;0;;;;
29340;18/8/2018 0:28;25.05;0;;;;
29400;18/8/2018 0:29;25.06;0;;;;
29460;18/8/2018 0:30;25.05;0;;;;
29520;18/8/2018 0:31;25.03;0;;;;
29580;18/8/2018 0:32;25.02;0;;;;
29640;18/8/2018 0:33;25.04;0;;;;
29700;18/8/2018 0:34;25.02;0;;;;
29760;18/8/2018 0:35;25;0;;;;
29820;18/8/2018 0:36;25.01;0;;;;
29880;18/8/2018 0:37;25.01;0;;;;
29940;18/8/2018 0:38;25.01;0;;;;
30000;18/8/2018 0:39;24.98;0;;;;
30060;18/8/2018 0:40;25.02;0;;;;
30120;18/8/2018 0:41;24.99;0;;;;
30180;18/8/2018 0:42;24.98;0;;;;
30240;18/8/2018 0:43;24.98;0;;;;
30300;18/8/2018 0:44;24.96;0;;;;
30360;18/8/2018 0:45;24.97;0;;;;
30420;18/8/2018 0:46;24.95;0;;;;
30480;18/8/2018 0:47;24.95;0;;;;
30540;18/8/2018 0:48;24.94;0;;;;
30600;18/8/2018 0:49;24.94;0;;;;
30660;18/8/2018 0:50;24.92;0;;;;
30720;18/8/2018 0:51;24.91;0;;;;
30780;18/8/2018 0:52;24.9;0;;;;
30840;18/8/2018 0:53;24.92;0;;;;
30900;18/8/2018 0:54;24.89;0;;;;
30960;18/8/2018 0:55;24.89;0;;;;
31020;18/8/2018 0:56;24.88;0;;;;
31080;18/8/2018 0:57;24.89;0;;;;
31140;18/8/2018 0:58;24.88;0;;;;
31200;18/8/2018 0:59;24.88;0;;;;
31260;18/8/2018 1:00;24.86;0;;;;
31320;18/8/2018 1:01;24.87;0;;;;
31380;18/8/2018 1:02;24.85;0;;;;
31440;18/8/2018 1:03;24.86;0;;;;
31500;18/8/2018 1:04;24.83;0;;;;
31560;18/8/2018 1:05;24.82;0;;;;
31620;18/8/2018 1:06;24.82;0;;;;
31680;18/8/2018 1:07;24.82;0;;;;
31740;18/8/2018 1:08;24.82;0;;;;
31800;18/8/2018 1:09;24.8;0;;;;
31860;18/8/2018 1:10;24.81;0;;;;
31920;18/8/2018 1:11;24.79;0;;;;
31980;18/8/2018 1:12;24.78;0;;;;
32040;18/8/2018 1:13;24.76;0;;;;
32100;18/8/2018 1:14;24.76;0;;;;
32160;18/8/2018 1:15;24.76;0;;;;
32220;18/8/2018 1:16;24.75;0;;;;
32280;18/8/2018 1:17;24.75;0;;;;
32340;18/8/2018 1:18;24.75;0;;;;
32400;18/8/2018 1:19;24.76;0;;;;
32460;18/8/2018 1:20;24.71;0;;;;
32520;18/8/2018 1:21;24.73;0;;;;
32580;18/8/2018 1:22;24.71;0;;;;
32640;18/8/2018 1:23;24.7;0;;;;
32700;18/8/2018 1:24;24.7;0;;;;
32760;18/8/2018 1:25;24.7;0;;;;
32820;18/8/2018 1:26;24.69;0;;;;
32880;18/8/2018 1:27;24.68;0;;;;
32940;18/8/2018 1:28;24.67;0;;;;
33000;18/8/2018 1:29;24.66;0;;;;
33060;18/8/2018 1:30;24.66;0;;;;
33120;18/8/2018 1:31;24.66;0;;;;
33180;18/8/2018 1:32;24.66;0;;;;
33240;18/8/2018 1:33;24.64;0;;;;
33300;18/8/2018 1:34;24.64;0;;;;
33360;18/8/2018 1:35;24.61;0;;;;
33420;18/8/2018 1:36;24.63;0;;;;
33480;18/8/2018 1:37;24.62;0;;;;
33540;18/8/2018 1:38;24.61;0;;;;
33600;18/8/2018 1:39;24.63;0;;;;
33660;18/8/2018 1:40;24.61;0;;;;
33720;18/8/2018 1:41;24.6;0;;;;
33780;18/8/2018 1:42;24.59;0;;;;
33840;18/8/2018 1:43;24.57;0;;;;
33900;18/8/2018 1:44;24.57;0;;;;
33960;18/8/2018 1:45;24.57;0;;;;
34020;18/8/2018 1:46;24.55;0;;;;
34080;18/8/2018 1:47;24.54;0;;;;
34140;18/8/2018 1:48;24.54;0;;;;
34200;18/8/2018 1:49;24.54;0;;;;
34260;18/8/2018 1:50;24.52;0;;;;
34320;18/8/2018 1:51;24.53;0;;;;
34380;18/8/2018 1:52;24.51;0;;;;
34440;18/8/2018 1:53;24.5;0;;;;
34500;18/8/2018 1:54;24.51;0;;;;
34560;18/8/2018 1:55;24.48;0;;;;
34620;18/8/2018 1:56;24.48;0;;;;
34680;18/8/2018 1:57;24.48;0;;;;
34740;18/8/2018 1:58;24.47;0;;;;
34800;18/8/2018 1:59;24.46;0;;;;
34860;18/8/2018 2:00;24.45;0;;;;
34920;18/8/2018 2:01;24.45;0;;;;
34980;18/8/2018 2:02;24.42;0;;;;
35040;18/8/2018 2:03;24.43;0;;;;
35100;18/8/2018 2:04;24.41;0;;;;
35160;18/8/2018 2:05;24.4;0;;;;
35220;18/8/2018 2:06;24.39;0;;;;
35280;18/8/2018 2:07;24.39;0;;;;
35340;18/8/2018 2:08;24.38;0;;;;
35400;18/8/2018 2:09;24.38;0;;;;
35460;18/8/2018 2:10;24.36;0;;;;
35520;18/8/2018 2:11;24.36;0;;;;
35580;18/8/2018 2:12;24.35;0;;;;
35640;18/8/2018 2:13;24.36;0;;;;
35700;18/8/2018 2:14;24.33;0;;;;
35760;18/8/2018 2:15;24.33;0;;;;
35820;18/8/2018 2:16;24.32;0;;;;
35880;18/8/2018 2:17;24.31;0;;;;
35940;18/8/2018 2:18;24.31;0;;;;
36000;18/8/2018 2:19;24.29;0;;;;
36060;18/8/2018 2:20;24.28;0;;;;
36120;18/8/2018 2:21;24.3;0;;;;
36180;18/8/2018 2:22;24.26;0;;;;
36240;18/8/2018 2:23;24.26;0;;;;
36300;18/8/2018 2:24;24.26;0;;;;
36360;18/8/2018 2:25;24.25;0;;;;
36420;18/8/2018 2:26;24.23;0;;;;
36480;18/8/2018 2:27;24.23;0;;;;
36540;18/8/2018 2:28;24.22;0;;;;
36600;18/8/2018 2:29;24.21;0;;;;
36660;18/8/2018 2:30;24.2;0;;;;
36720;18/8/2018 2:31;24.19;0;;;;
36780;18/8/2018 2:32;24.19;0;;;;
36840;18/8/2018 2:33;24.18;0;;;;
36900;18/8/2018 2:34;24.17;0;;;;
36960;18/8/2018 2:35;24.17;0;;;;
37020;18/8/2018 2:36;24.17;0;;;;
37080;18/8/2018 2:37;24.14;0;;;;
37140;18/8/2018 2:38;24.15;0;;;;
37200;18/8/2018 2:39;24.14;0;;;;
37260;18/8/2018 2:40;24.14;0;;;;
37320;18/8/2018 2:41;24.11;0;;;;
37380;18/8/2018 2:42;24.11;0;;;;
37440;18/8/2018 2:43;24.11;0;;;;
37500;18/8/2018 2:44;24.09;0;;;;
37560;18/8/2018 2:45;24.1;0;;;;
37620;18/8/2018 2:46;24.09;0;;;;
37680;18/8/2018 2:47;24.07;0;;;;
37740;18/8/2018 2:48;24.07;0;;;;
37800;18/8/2018 2:49;24.07;0;;;;
37860;18/8/2018 2:50;24.05;0;;;;
37920;18/8/2018 2:51;24.04;0;;;;
37980;18/8/2018 2:52;24.05;0;;;;
38040;18/8/2018 2:53;24.02;0;;;;
38100;18/8/2018 2:54;24.02;0;;;;
38160;18/8/2018 2:55;24.03;0;;;;
