Index;Date;Temperature;Activity;X-axis;Y-axis;Z-axis;Marker
40020;13/9/2018 0:00;34.27;0;0.138232;0.260008;0.967976;
40080;13/9/2018 0:01;34.26;0;0.451632;0.170117;0.877533;
40140;13/9/2018 0:02;34.29;1;0.467302;0.170117;0.877533;
40200;13/9/2018 0:03;34.29;0;0.467302;0.170117;0.862459;
40260;13/9/2018 0:04;34.34;0;0.467302;0.170117;0.862459;
40320;13/9/2018 0:05;34.35;0;0.451632;0.170117;0.862459;
40380;13/9/2018 0:06;34.37;0;0.467302;0.170117;0.862459;
40440;13/9/2018 0:07;34.38;0;0.467302;0.170117;0.862459;
40500;13/9/2018 0:08;34.41;0;0.451632;0.170117;0.877533;
40560;13/9/2018 0:09;34.43;0;0.467302;0.170117;0.862459;
40620;13/9/2018 0:10;34.46;0;0.482972;0.155135;0.862459;
40680;13/9/2018 0:11;34.46;0;0.482972;0.170117;0.862459;
40740;13/9/2018 0:12;34.48;3;0.953071;-0.20443;0.169058;
40800;13/9/2018 0:13;34.56;29;0.0128718;0.0802255;-0.97656;
40860;13/9/2018 0:14;34.64;0;0.200912;0.0802255;-0.991634;
40920;13/9/2018 0:15;34.72;0;0.216582;0.0802255;-0.991634;
40980;13/9/2018 0:16;34.81;0;0.216582;0.0802255;-0.97656;
41040;13/9/2018 0:17;34.87;0;0.216582;0.0802255;-0.97656;
41100;13/9/2018 0:18;34.95;0;0.200912;0.0802255;-0.97656;
41160;13/9/2018 0:19;34.99;0;0.216582;0.0802255;-0.97656;
41220;13/9/2018 0:20;35.05;0;0.216582;0.0802255;-0.97656;
41280;13/9/2018 0:21;35.09;0;-0.143828;0.0502617;-1.00671;
41340;13/9/2018 0:22;35.14;0;-0.143828;0.0502617;-0.991634;
41400;13/9/2018 0:23;35.2;0;-0.143828;0.0502617;-0.991634;
41460;13/9/2018 0:24;35.23;0;-0.143828;0.0502617;-0.991634;
41520;13/9/2018 0:25;35.28;0;-0.143828;0.0502617;-0.991634;
41580;13/9/2018 0:26;35.32;0;-0.159498;0.0502617;-0.991634;
41640;13/9/2018 0:27;35.34;0;-0.143828;0.0502617;-0.991634;
41700;13/9/2018 0:28;35.38;0;-0.143828;0.0502617;-0.991634;
41760;13/9/2018 0:29;35.41;0;-0.159498;0.0502617;-0.991634;
41820;13/9/2018 0:30;35.46;0;-0.159498;0.0502617;-0.991634;
41880;13/9/2018 0:31;35.48;0;-0.159498;0.0502617;-0.991634;
41940;13/9/2018 0:32;35.51;0;-0.143828;0.0502617;-1.00671;
42000;13/9/2018 0:33;35.54;0;-0.143828;0.0502617;-0.991634;
42060;13/9/2018 0:34;35.57;0;-0.175168;0.0352799;-0.991634;
42120;13/9/2018 0:35;35.56;0;0.279262;0.0502617;-0.961486;
42180;13/9/2018 0:36;35.61;0;0.279262;0.0502617;-0.961486;
42240;13/9/2018 0:37;35.63;0;0.279262;0.0502617;-0.961486;
42300;13/9/2018 0:38;35.64;0;0.279262;0.0502617;-0.961486;
42360;13/9/2018 0:39;35.62;0;0.294932;0.0352799;-0.961486;
42420;13/9/2018 0:40;35.66;0;0.294932;0.0502617;-0.961486;
42480;13/9/2018 0:41;35.65;0;0.467302;-0.0246476;-0.886117;
42540;13/9/2018 0:42;35.66;0;0.467302;-0.0246476;-0.886117;
42600;13/9/2018 0:43;35.67;0;0.467302;-0.0246476;-0.886117;
42660;13/9/2018 0:44;35.68;0;0.498642;-0.0396294;-0.855969;
42720;13/9/2018 0:45;35.66;0;0.467302;-0.0246476;-0.886117;
42780;13/9/2018 0:46;35.67;0;0.467302;-0.0246476;-0.886117;
42840;13/9/2018 0:47;35.68;0;0.467302;-0.0246476;-0.886117;
42900;13/9/2018 0:48;35.69;0;0.467302;-0.0246476;-0.886117;
42960;13/9/2018 0:49;35.68;0;0.467302;-0.0246476;-0.886117;
43020;13/9/2018 0:50;35.69;0;0.467302;-0.0246476;-0.886117;
43080;13/9/2018 0:51;35.68;0;0.467302;-0.0246476;-0.886117;
43140;13/9/2018 0:52;35.7;0;0.467302;-0.0246476;-0.886117;
43200;13/9/2018 0:53;35.68;0;0.467302;-0.0246476;-0.886117;
43260;13/9/2018 0:54;35.68;0;0.467302;-0.0246476;-0.886117;
43320;13/9/2018 0:55;35.69;0;0.467302;-0.0246476;-0.886117;
43380;13/9/2018 0:56;35.69;0;0.467302;-0.0246476;-0.886117;
43440;13/9/2018 0:57;35.69;0;0.467302;-0.0246476;-0.886117;
43500;13/9/2018 0:58;35.72;0;0.467302;-0.0246476;-0.886117;
43560;13/9/2018 0:59;35.69;0;0.467302;-0.0246476;-0.886117;
43620;13/9/2018 1:00;35.69;0;0.467302;-0.0246476;-0.886117;
43680;13/9/2018 1:01;35.7;0;0.467302;-0.0246476;-0.886117;
43740;13/9/2018 1:02;35.7;0;0.467302;-0.0246476;-0.886117;
43800;13/9/2018 1:03;35.7;0;0.467302;-0.0246476;-0.886117;
43860;13/9/2018 1:04;35.71;0;0.467302;-0.0246476;-0.886117;
43920;13/9/2018 1:05;35.71;0;0.467302;-0.0246476;-0.886117;
43980;13/9/2018 1:06;35.69;0;0.467302;-0.0246476;-0.886117;
44040;13/9/2018 1:07;35.71;0;0.467302;-0.0246476;-0.886117;
44100;13/9/2018 1:08;35.71;0;0.467302;-0.0246476;-0.886117;
44160;13/9/2018 1:09;35.71;0;0.467302;-0.0246476;-0.886117;
44220;13/9/2018 1:10;35.71;0;0.467302;-0.0246476;-0.886117;
44280;13/9/2018 1:11;35.69;0;0.467302;-0.0246476;-0.886117;
44340;13/9/2018 1:12;35.73;0;0.467302;-0.0246476;-0.886117;
44400;13/9/2018 1:13;35.73;0;0.482972;-0.0246476;-0.886117;
44460;13/9/2018 1:14;35.73;0;0.0128718;0.0352799;-1.00671;
44520;13/9/2018 1:15;35.72;0;-0.00279819;0.0352799;-0.991634;
44580;13/9/2018 1:16;35.74;0;-0.00279819;0.0352799;-1.00671;
44640;13/9/2018 1:17;35.73;0;-0.00279819;0.0352799;-1.00671;
44700;13/9/2018 1:18;35.76;0;-0.00279819;0.0352799;-1.00671;
44760;13/9/2018 1:19;35.77;0;-0.00279819;0.0352799;-1.00671;
44820;13/9/2018 1:20;35.76;0;-0.00279819;0.0352799;-1.00671;
44880;13/9/2018 1:21;35.8;0;-0.00279819;0.0352799;-1.00671;
44940;13/9/2018 1:22;35.8;0;-0.00279819;0.0352799;-1.00671;
45000;13/9/2018 1:23;35.81;0;-0.00279819;0.0352799;-1.00671;
45060;13/9/2018 1:24;35.82;0;-0.00279819;0.0352799;-1.00671;
45120;13/9/2018 1:25;35.83;0;-0.00279819;0.0502617;-0.991634;
45180;13/9/2018 1:26;35.85;0;-0.00279819;0.0352799;-0.991634;
45240;13/9/2018 1:27;35.85;0;-0.00279819;0.0352799;-1.00671;
45300;13/9/2018 1:28;35.87;0;-0.00279819;0.0352799;-1.00671;
45360;13/9/2018 1:29;35.89;0;-0.00279819;0.0352799;-0.991634;
45420;13/9/2018 1:30;35.89;0;-0.00279819;0.0502617;-1.00671;
45480;13/9/2018 1:31;35.88;0;-0.00279819;0.0352799;-1.00671;
45540;13/9/2018 1:32;35.91;0;-0.00279819;0.0352799;-1.00671;
45600;13/9/2018 1:33;35.91;0;-0.00279819;0.0352799;-1.00671;
45660;13/9/2018 1:34;35.91;0;-0.00279819;0.0352799;-1.00671;
45720;13/9/2018 1:35;35.96;0;-0.00279819;0.0352799;-1.00671;
45780;13/9/2018 1:36;35.94;0;-0.00279819;0.0352799;-1.00671;
45840;13/9/2018 1:37;35.96;0;0.420292;0.020298;-0.916264;
45900;13/9/2018 1:38;35.95;0;0.451632;-0.0096657;-0.90119;
45960;13/9/2018 1:39;35.98;0;0.451632;-0.0096657;-0.916264;
46020;13/9/2018 1:40;35.96;0;0.451632;-0.0096657;-0.90119;
46080;13/9/2018 1:41;35.97;0;0.451632;-0.0246476;-0.886117;
46140;13/9/2018 1:42;35.97;0;0.451632;-0.0246476;-0.90119;
46200;13/9/2018 1:43;35.98;0;0.451632;-0.0246476;-0.886117;
46260;13/9/2018 1:44;35.99;0;0.451632;-0.0246476;-0.90119;
46320;13/9/2018 1:45;36.01;0;0.451632;-0.0096657;-0.90119;
46380;13/9/2018 1:46;35.99;0;0.451632;-0.0246476;-0.90119;
46440;13/9/2018 1:47;36;0;0.451632;-0.0246476;-0.90119;
46500;13/9/2018 1:48;35.98;0;0.451632;-0.0096657;-0.90119;
46560;13/9/2018 1:49;35.99;0;0.451632;-0.0096657;-0.90119;
46620;13/9/2018 1:50;35.99;0;0.451632;-0.0246476;-0.886117;
46680;13/9/2018 1:51;35.99;0;0.451632;-0.0096657;-0.886117;
46740;13/9/2018 1:52;35.99;0;0.451632;-0.0096657;-0.90119;
46800;13/9/2018 1:53;35.98;0;0.467302;-0.0246476;-0.886117;
46860;13/9/2018 1:54;35.99;0;0.451632;-0.0246476;-0.90119;
46920;13/9/2018 1:55;35.98;0;0.467302;-0.0096657;-0.90119;
46980;13/9/2018 1:56;35.98;0;0.451632;-0.0096657;-0.886117;
47040;13/9/2018 1:57;35.98;0;0.451632;-0.0246476;-0.886117;
47100;13/9/2018 1:58;35.98;0;0.467302;-0.0096657;-0.90119;
47160;13/9/2018 1:59;35.98;0;0.451632;-0.0246476;-0.886117;
47220;13/9/2018 2:00;35.96;0;0.467302;-0.0246476;-0.90119;
47280;13/9/2018 2:01;35.97;0;0.467302;-0.0096657;-0.90119;
47340;13/9/2018 2:02;35.97;0;0.467302;-0.0096657;-0.886117;
47400;13/9/2018 2:03;35.96;0;0.467302;-0.0096657;-0.90119;
47460;13/9/2018 2:04;35.98;0;0.451632;-0.0096657;-0.886117;
47520;13/9/2018 2:05;35.96;0;0.451632;-0.0246476;-0.90119;
47580;13/9/2018 2:06;35.96;0;0.467302;-0.0096657;-0.90119;
47640;13/9/2018 2:07;35.95;0;0.451632;-0.0096657;-0.90119;
47700;13/9/2018 2:08;35.96;0;0.467302;-0.0246476;-0.90119;
47760;13/9/2018 2:09;35.97;0;0.451632;-0.0246476;-0.886117;
47820;13/9/2018 2:10;35.95;0;0.467302;-0.0246476;-0.886117;
47880;13/9/2018 2:11;35.96;0;-0.0341382;0.0352799;-1.00671;
47940;13/9/2018 2:12;35.96;0;-0.0341382;0.0352799;-1.00671;
48000;13/9/2018 2:13;35.95;0;-0.0341382;0.0352799;-0.991634;
48060;13/9/2018 2:14;35.96;0;-0.0341382;0.0352799;-1.00671;
48120;13/9/2018 2:15;35.98;0;-0.0341382;0.0352799;-1.00671;
48180;13/9/2018 2:16;35.95;0;0.0285418;0.0502617;-1.00671;
48240;13/9/2018 2:17;35.95;0;0.0285418;0.0502617;-1.00671;
48300;13/9/2018 2:18;35.96;0;0.0285418;0.0502617;-1.00671;
48360;13/9/2018 2:19;35.95;0;0.0285418;0.0502617;-1.00671;
48420;13/9/2018 2:20;35.95;0;0.0442118;0.0652436;-0.991634;
48480;13/9/2018 2:21;35.96;0;0.0285418;0.0502617;-1.00671;
48540;13/9/2018 2:22;35.95;0;0.0285418;0.0502617;-1.00671;
48600;13/9/2018 2:23;35.95;0;0.0285418;0.0502617;-0.991634;
48660;13/9/2018 2:24;35.95;0;0.0285418;0.0502617;-1.00671;
48720;13/9/2018 2:25;35.95;0;0.0285418;0.0502617;-1.00671;
48780;13/9/2018 2:26;35.94;0;0.0285418;0.0502617;-1.00671;
