Index;Date;Temperature;Activity;X-axis;Y-axis;Z-axis;Marker
51300;13/9/2018 0:00;34.38;0;-0.492457;0.541983;0.677386;
51360;13/9/2018 0:01;34.36;0;-0.492457;0.52676;0.677386;
51420;13/9/2018 0:02;34.35;0;-0.492457;0.52676;0.677386;
51480;13/9/2018 0:03;34.35;0;-0.492457;0.52676;0.677386;
51540;13/9/2018 0:04;34.34;0;-0.492457;0.52676;0.677386;
51600;13/9/2018 0:05;34.32;0;-0.492457;0.52676;0.677386;
51660;13/9/2018 0:06;34.32;0;-0.492457;0.52676;0.677386;
51720;13/9/2018 0:07;34.3;0;-0.492457;0.52676;0.677386;
51780;13/9/2018 0:08;34.31;0;-0.492457;0.52676;0.677386;
51840;13/9/2018 0:09;34.3;0;-0.492457;0.52676;0.677386;
51900;13/9/2018 0:10;34.29;0;-0.492457;0.52676;0.677386;
51960;13/9/2018 0:11;34.26;0;-0.492457;0.52676;0.677386;
52020;13/9/2018 0:12;34.28;88;-0.13532;0.983432;-0.181463;
52080;13/9/2018 0:13;34.36;102;0.858452;-0.462696;0.129499;
52140;13/9/2018 0:14;34.54;0;0.858452;-0.462696;0.114691;
52200;13/9/2018 0:15;34.69;0;0.858452;-0.477918;0.114691;
52260;13/9/2018 0:16;34.78;0;0.87398;-0.462696;0.114691;
52320;13/9/2018 0:17;34.89;0;0.858452;-0.462696;0.114691;
52380;13/9/2018 0:18;34.98;0;0.858452;-0.462696;0.114691;
52440;13/9/2018 0:19;35.04;0;0.87398;-0.462696;0.0998838;
52500;13/9/2018 0:20;35.11;0;0.87398;-0.462696;0.114691;
52560;13/9/2018 0:21;35.16;0;0.87398;-0.462696;0.114691;
52620;13/9/2018 0:22;35.2;0;0.858452;-0.462696;0.114691;
52680;13/9/2018 0:23;35.25;0;0.858452;-0.462696;0.0998838;
52740;13/9/2018 0:24;35.29;0;0.858452;-0.462696;0.0998838;
52800;13/9/2018 0:25;35.36;0;0.858452;-0.462696;0.114691;
52860;13/9/2018 0:26;35.37;0;0.87398;-0.462696;0.0998838;
52920;13/9/2018 0:27;35.43;0;0.87398;-0.447474;0.0998838;
52980;13/9/2018 0:28;35.47;0;0.87398;-0.462696;0.114691;
53040;13/9/2018 0:29;35.52;0;0.858452;-0.462696;0.114691;
53100;13/9/2018 0:30;35.55;0;0.858452;-0.462696;0.0998838;
53160;13/9/2018 0:31;35.59;0;0.858452;-0.462696;0.0998838;
53220;13/9/2018 0:32;35.64;0;0.858452;-0.462696;0.0998838;
53280;13/9/2018 0:33;35.67;0;0.858452;-0.462696;0.114691;
53340;13/9/2018 0:34;35.73;0;0.87398;-0.462696;0.0998838;
53400;13/9/2018 0:35;35.76;0;0.87398;-0.447474;0.114691;
53460;13/9/2018 0:36;35.8;0;0.87398;-0.462696;0.114691;
53520;13/9/2018 0:37;35.83;0;0.87398;-0.462696;0.114691;
53580;13/9/2018 0:38;35.85;0;0.858452;-0.447474;0.129499;
53640;13/9/2018 0:39;35.86;0;0.858452;-0.477918;0.129499;
53700;13/9/2018 0:40;35.9;0;0.858452;-0.462696;0.114691;
53760;13/9/2018 0:41;35.92;0;0.858452;-0.462696;0.114691;
53820;13/9/2018 0:42;35.95;0;0.87398;-0.462696;0.114691;
53880;13/9/2018 0:43;35.99;0;0.858452;-0.462696;0.114691;
53940;13/9/2018 0:44;36.01;0;0.858452;-0.462696;0.114691;
54000;13/9/2018 0:45;36.02;0;0.858452;-0.462696;0.114691;
54060;13/9/2018 0:46;36.05;0;0.87398;-0.462696;0.114691;
54120;13/9/2018 0:47;36.06;0;0.87398;-0.462696;0.114691;
54180;13/9/2018 0:48;36.09;0;0.858452;-0.462696;0.114691;
54240;13/9/2018 0:49;36.11;0;0.87398;-0.462696;0.114691;
54300;13/9/2018 0:50;36.13;0;0.858452;-0.462696;0.114691;
54360;13/9/2018 0:51;36.1;2;0.905035;-0.401806;0.0258451;
54420;13/9/2018 0:52;35.94;0;0.920563;-0.371362;0.0110373;
54480;13/9/2018 0:53;35.95;0;0.920563;-0.371362;0.0110373;
54540;13/9/2018 0:54;35.98;0;0.920563;-0.371362;0.0110373;
54600;13/9/2018 0:55;36.02;0;0.920563;-0.371362;0.0110373;
54660;13/9/2018 0:56;36.06;0;0.920563;-0.371362;0.0110373;
54720;13/9/2018 0:57;36.09;0;0.920563;-0.371362;0.0110373;
54780;13/9/2018 0:58;36.13;0;0.920563;-0.371362;0.0110373;
54840;13/9/2018 0:59;36.11;0;0.920563;-0.371362;0.0110373;
54900;13/9/2018 1:00;36.13;0;0.920563;-0.371362;0.0110373;
54960;13/9/2018 1:01;36.14;0;0.920563;-0.371362;0.0110373;
55020;13/9/2018 1:02;36.16;0;0.920563;-0.29525;-0.285117;
55080;13/9/2018 1:03;36.15;0;0.905035;-0.280027;-0.329541;
55140;13/9/2018 1:04;36.1;0;0.905035;-0.280027;-0.344348;
55200;13/9/2018 1:05;36.11;0;0.905035;-0.280027;-0.344348;
55260;13/9/2018 1:06;36.09;0;0.905035;-0.280027;-0.344348;
55320;13/9/2018 1:07;36.09;0;0.889508;-0.264805;-0.344348;
55380;13/9/2018 1:08;36.09;0;0.889508;-0.280027;-0.344348;
55440;13/9/2018 1:09;36.08;0;0.889508;-0.264805;-0.344348;
55500;13/9/2018 1:10;36.08;0;0.889508;-0.264805;-0.359156;
55560;13/9/2018 1:11;36.08;0;0.889508;-0.280027;-0.359156;
55620;13/9/2018 1:12;36.08;0;0.889508;-0.264805;-0.359156;
55680;13/9/2018 1:13;36.08;0;0.889508;-0.280027;-0.359156;
55740;13/9/2018 1:14;36.09;0;0.889508;-0.264805;-0.359156;
55800;13/9/2018 1:15;36.1;0;0.889508;-0.264805;-0.359156;
55860;13/9/2018 1:16;36.1;0;0.889508;-0.264805;-0.373964;
55920;13/9/2018 1:17;36.11;0;0.889508;-0.264805;-0.359156;
55980;13/9/2018 1:18;36.11;0;0.889508;-0.264805;-0.373964;
56040;13/9/2018 1:19;36.12;0;0.889508;-0.264805;-0.373964;
56100;13/9/2018 1:20;36.12;0;0.889508;-0.264805;-0.359156;
56160;13/9/2018 1:21;36.13;0;0.889508;-0.264805;-0.373964;
56220;13/9/2018 1:22;36.14;0;0.889508;-0.264805;-0.359156;
56280;13/9/2018 1:23;36.12;0;0.889508;-0.264805;-0.359156;
56340;13/9/2018 1:24;36.15;0;0.889508;-0.264805;-0.359156;
56400;13/9/2018 1:25;36.17;0;0.889508;-0.264805;-0.373964;
56460;13/9/2018 1:26;36.14;0;0.889508;-0.264805;-0.373964;
56520;13/9/2018 1:27;36.16;0;0.889508;-0.264805;-0.373964;
56580;13/9/2018 1:28;36.16;0;0.889508;-0.264805;-0.373964;
56640;13/9/2018 1:29;36.14;0;0.889508;-0.264805;-0.373964;
56700;13/9/2018 1:30;36.16;0;0.889508;-0.264805;-0.373964;
56760;13/9/2018 1:31;36.17;0;0.889508;-0.264805;-0.373964;
56820;13/9/2018 1:32;36.17;0;0.889508;-0.264805;-0.373964;
56880;13/9/2018 1:33;36.18;0;0.889508;-0.264805;-0.373964;
56940;13/9/2018 1:34;36.18;0;0.889508;-0.264805;-0.373964;
57000;13/9/2018 1:35;36.17;0;0.889508;-0.264805;-0.373964;
57060;13/9/2018 1:36;36.15;42;-0.104265;0.0548656;-0.995889;
57120;13/9/2018 1:37;36.13;0;-0.104265;0.0548656;-0.995889;
57180;13/9/2018 1:38;36.12;0;-0.104265;0.0548656;-0.995889;
57240;13/9/2018 1:39;36.12;0;-0.088737;0.0548656;-0.995889;
57300;13/9/2018 1:40;36.1;0;-0.042154;0.0548656;-1.0107;
57360;13/9/2018 1:41;36.11;0;-0.042154;0.0548656;-1.0107;
57420;13/9/2018 1:42;36.13;0;-0.042154;0.0548656;-1.0107;
57480;13/9/2018 1:43;36.13;0;-0.042154;0.0548656;-1.0107;
57540;13/9/2018 1:44;36.13;0;-0.042154;0.0548656;-1.0107;
57600;13/9/2018 1:45;36.13;0;-0.042154;0.0396432;-1.0107;
57660;13/9/2018 1:46;36.13;0;0.0510122;0.0396432;-0.995889;
57720;13/9/2018 1:47;36.13;0;0.0665399;0.0396432;-1.0107;
57780;13/9/2018 1:48;36.13;0;0.0665399;0.0396432;-1.0107;
57840;13/9/2018 1:49;36.13;0;0.0665399;0.0396432;-1.0107;
57900;13/9/2018 1:50;36.13;0;0.0665399;0.0396432;-0.995889;
57960;13/9/2018 1:51;36.14;0;0.0665399;0.0396432;-0.995889;
58020;13/9/2018 1:52;36.14;0;0.0665399;0.0396432;-0.995889;
58080;13/9/2018 1:53;36.11;0;0.0665399;0.0396432;-0.995889;
58140;13/9/2018 1:54;36.14;0;0.0665399;0.0396432;-1.0107;
58200;13/9/2018 1:55;36.13;0;0.0665399;0.0396432;-0.995889;
58260;13/9/2018 1:56;36.15;0;0.0820676;0.0396432;-0.995889;
58320;13/9/2018 1:57;36.16;5;0.47026;-0.219138;-0.862619;
58380;13/9/2018 1:58;36.17;0;0.454732;-0.219138;-0.877427;
58440;13/9/2018 1:59;36.21;0;0.47026;-0.203915;-0.877427;
58500;13/9/2018 2:00;36.2;0;0.47026;-0.203915;-0.862619;
58560;13/9/2018 2:01;36.2;0;0.47026;-0.203915;-0.862619;
58620;13/9/2018 2:02;36.2;0;0.47026;-0.203915;-0.862619;
